"onlychild" "age" "gender"
"1152" 0 28 "male"
"1153" 0 23 "male"
"1154" 0 20 "male"
"1155" 0 22 "male"
"1156" 0 19 "male"
"1157" 0 33 "male"
"1158" 0 29 "male"
"1159" 1 31 "male"
"1160" 0 33 "male"
"1161" 0 21 "male"
"1162" 0 27 "male"
"1163" 0 26 "male"
"1164" 0 29 "male"
"1165" 0 33 "male"
"1166" 0 31 "male"
"1167" 0 35 "male"
"1168" 0 21 "male"
"1169" 0 23 "male"
"1170" 1 23 "male"
"1171" 1 26 "male"
"1172" 0 21 "male"
"1173" 0 23 "male"
"1174" 0 27 "male"
"1175" 0 25 "male"
"1176" 0 20 "male"
"1177" 1 35 "male"
"1178" 0 26 "male"
"1179" 1 36 "male"
"1180" 1 29 "male"
"1181" 0 33 "male"
"1182" 0 21 "male"
"1183" 0 24 "male"
"1184" 0 26 "male"
"1185" 0 26 "male"
"1186" 0 24 "male"
"1187" 1 28 "male"
"1188" 0 20 "male"
"1189" 0 26 "male"
"1190" 0 21 "male"
"1191" 0 28 "male"
"1192" 0 29 "male"
"1193" 0 22 "male"
"1194" 0 27 "male"
"1195" 1 19 "male"
"1196" 0 21 "male"
"1197" 1 27 "male"
"1198" 0 30 "male"
"1199" 0 37 "male"
"1200" 0 35 "male"
"1201" 0 25 "male"
"1202" 0 20 "male"
"1203" 0 24 "male"
"1204" 1 37 "male"
"1205" 0 27 "male"
"1206" 0 20 "male"
"1207" 0 32 "male"
"1208" 0 26 "male"
"1209" 0 33 "male"
"1210" 0 24 "male"
"1211" 0 23 "male"
"1212" 0 28 "male"
"1213" 1 29 "male"
"1214" 0 22 "male"
"1215" 1 29 "male"
"1216" 0 30 "male"
"1217" 0 28 "male"
"1218" 0 25 "male"
"1219" 0 25 "male"
"1220" 0 24 "male"
"1221" 1 34 "male"
"1222" 0 21 "male"
"1223" 0 20 "male"
"1224" 1 32 "male"
"1225" 1 31 "male"
"1226" 0 22 "male"
"1227" 1 29 "male"
"1228" 1 29 "male"
"1229" 0 28 "male"
"1230" 0 26 "male"
"1231" 0 33 "male"
"1232" 0 19 "male"
"1233" 0 31 "male"
"1234" 0 26 "male"
"1235" 1 34 "male"
"1236" 0 29 "male"
"1237" 0 25 "male"
"1238" 1 30 "male"
"1239" 0 23 "male"
"1240" 1 38 "male"
"1241" 0 20 "male"
"1242" 0 21 "male"
"1243" 0 31 "male"
"1244" 1 35 "male"
"1245" 0 32 "male"
"1246" 0 24 "male"
"1247" 1 27 "male"
"1248" 0 28 "male"
"1249" 0 27 "male"
"1250" 0 35 "male"
"1251" 0 30 "male"
"1252" 0 29 "male"
"1253" 0 22 "male"
"1254" 0 26 "male"
"1255" 0 21 "male"
"1256" 0 25 "male"
"1257" 0 21 "male"
"1258" 0 29 "male"
"1259" 1 30 "male"
"1260" 0 20 "male"
"1261" 0 24 "male"
"1262" 0 23 "male"
"1263" 0 23 "male"
"1264" 0 29 "male"
"1265" 0 28 "male"
"1266" 0 31 "male"
"1267" 1 22 "male"
"1268" 0 32 "male"
"1269" 0 20 "male"
"1270" 0 25 "male"
"1271" 0 21 "male"
"1272" 1 26 "male"
"1273" 0 25 "male"
"1274" 0 32 "male"
"1275" 0 22 "male"
"1276" 0 27 "male"
"1277" 0 24 "male"
"1278" 1 27 "male"
"1279" 0 31 "male"
"1280" 0 21 "male"
"1281" 0 25 "male"
"1282" 0 27 "male"
"1283" 0 26 "male"
"1284" 0 25 "male"
"1285" 1 35 "male"
"1286" 1 41 "male"
"1287" 1 27 "male"
"1288" 0 21 "male"
"1289" 0 42 "male"
"1290" 1 27 "male"
"1291" 0 27 "male"
"1292" 0 19 "male"
"1293" 1 37 "male"
"1294" 1 36 "male"
"1295" 1 32 "male"
"1296" 0 35 "male"
"1297" 0 29 "male"
"1298" 0 29 "male"
"1299" 0 25 "male"
"1300" 0 36 "male"
"1301" 0 20 "male"
"1302" 0 30 "male"
"1303" 0 29 "male"
"1304" 0 26 "male"
"1305" 0 24 "male"
"1306" 0 33 "male"
"1307" 0 21 "male"
"1308" 0 30 "male"
"1309" 0 29 "male"
"1310" 1 29 "male"
"1311" 1 24 "male"
"1312" 0 23 "male"
"1313" 0 29 "male"
"1314" 0 28 "male"
"1315" 0 24 "male"
"1316" 0 23 "male"
"1317" 0 26 "male"
"1318" 1 28 "male"
"1319" 0 37 "male"
"1320" 0 23 "male"
"1321" 0 26 "male"
"1322" 0 26 "male"
"1323" 0 30 "male"
"1324" 0 23 "male"
"1325" 0 29 "male"
"1326" 0 26 "male"
"1327" 0 31 "male"
"1328" 0 27 "male"
"1329" 0 29 "male"
"1330" 0 25 "male"
"1331" 0 29 "male"
"1332" 0 24 "male"
"1333" 0 28 "male"
"1334" 1 26 "male"
"1335" 0 30 "male"
"1336" 0 28 "male"
"1337" 0 23 "male"
"1338" 0 23 "male"
"1339" 0 19 "male"
"1340" 0 29 "male"
"1341" 0 27 "male"
"1342" 0 17 "male"
"1343" 0 24 "male"
"1344" 0 20 "male"
"1345" 0 25 "male"
"1346" 0 28 "male"
"1347" 0 25 "male"
"1348" 0 29 "male"
"1349" 0 18 "male"
"1350" 0 27 "male"
"1351" 0 28 "male"
"1352" 0 21 "male"
"1353" 0 28 "male"
"1354" 1 35 "male"
"1355" 0 25 "male"
"1356" 0 30 "male"
"1357" 0 26 "male"
"1358" 0 28 "male"
"1359" 0 36 "male"
"1360" 0 23 "male"
"1361" 0 22 "male"
"1362" 0 28 "male"
"1363" 0 18 "male"
"1364" 0 23 "male"
"1365" 0 30 "male"
"1366" 1 30 "male"
"1367" 0 27 "male"
"1368" 0 23 "male"
"1369" 0 29 "male"
"1370" 0 29 "male"
"1371" 1 32 "male"
"1372" 0 22 "male"
"1373" 0 32 "male"
"1374" 0 34 "male"
"1375" 0 28 "male"
"1376" 0 26 "male"
"1377" 0 21 "male"
"1378" 1 26 "male"
"1379" 0 29 "male"
"1380" 0 21 "male"
"1381" 0 27 "male"
"1382" 0 17 "male"
"1383" 0 31 "male"
"1384" 0 34 "male"
"1385" 0 26 "male"
"1386" 0 31 "male"
"1387" 0 26 "male"
"1388" 0 21 "male"
"1389" 0 24 "male"
"1390" 0 32 "male"
"1391" 0 29 "male"
"1392" 0 26 "male"
"1393" 0 21 "male"
"1394" 0 26 "male"
"1395" 0 23 "male"
"1396" 0 22 "male"
"1397" 0 27 "male"
"1398" 1 27 "male"
"1399" 0 25 "male"
"1400" 0 27 "male"
"1401" 0 31 "male"
"1402" 0 21 "male"
"1403" 0 18 "male"
"1404" 0 32 "male"
"1405" 0 24 "male"
"1406" 1 25 "male"
"1407" 1 29 "male"
"1408" 0 21 "male"
"1409" 0 27 "male"
"1410" 0 20 "male"
"1411" 0 27 "male"
"1412" 0 24 "male"
"1413" 0 30 "male"
"1414" 1 22 "male"
"1415" 0 26 "male"
"1416" 0 32 "male"
"1417" 0 31 "male"
"1418" 0 26 "male"
"1419" 0 25 "male"
"1420" 0 21 "male"
"1421" 0 29 "male"
"1422" 0 26 "male"
"1423" 0 21 "male"
"1424" 0 28 "male"
"1425" 0 30 "male"
"1426" 0 22 "male"
"1427" 0 24 "male"
"1428" 0 32 "male"
"1429" 0 22 "male"
"1430" 0 25 "male"
"1431" 0 30 "male"
"1432" 0 38 "male"
"1433" 0 26 "male"
"1434" 0 31 "male"
"1435" 0 30 "male"
"1436" 0 34 "male"
"1437" 0 20 "male"
"1438" 0 23 "male"
"1439" 0 21 "male"
"1440" 0 28 "male"
"1441" 0 23 "male"
"1442" 0 27 "male"
"1443" 1 35 "male"
"1444" 0 35 "male"
"1445" 0 25 "male"
"1446" 0 25 "male"
"1447" 0 27 "male"
"1448" 0 25 "male"
"1449" 0 34 "male"
"1450" 0 25 "male"
"1451" 0 22 "male"
"1452" 0 27 "male"
"1453" 0 27 "male"
"1454" 0 30 "male"
"1455" 0 30 "male"
"1456" 0 31 "male"
"1457" 0 23 "male"
"1458" 0 28 "male"
"1459" 0 27 "male"
"1460" 0 22 "male"
"1461" 0 27 "male"
"1462" 0 26 "male"
"1463" 1 29 "male"
"1464" 0 30 "male"
"1465" 1 30 "male"
"1466" 0 23 "male"
"1467" 0 32 "male"
"1468" 0 31 "male"
"1469" 0 24 "male"
"1470" 0 33 "male"
"1471" 0 30 "male"
"1472" 0 28 "male"
"1473" 0 30 "male"
"1474" 1 36 "male"
"1475" 0 24 "male"
"1476" 0 21 "male"
"1477" 0 33 "male"
"1478" 0 23 "male"
"1479" 0 33 "male"
"1480" 1 37 "male"
"1481" 0 17 "male"
"1482" 0 26 "male"
"1483" 0 26 "male"
"1484" 1 33 "male"
"1485" 0 24 "male"
"1486" 0 24 "male"
"1487" 0 27 "male"
"1488" 0 20 "male"
"1489" 0 22 "male"
"1490" 0 26 "male"
"1491" 0 32 "male"
"1492" 0 29 "male"
"1493" 0 20 "male"
"1494" 0 26 "male"
"1495" 0 30 "male"
"1496" 0 34 "male"
"1497" 0 28 "male"
"1498" 0 25 "male"
"1499" 0 26 "male"
"1500" 0 24 "male"
"1501" 0 28 "male"
"1502" 1 27 "male"
"1503" 0 24 "male"
"1504" 0 27 "male"
"1505" 0 23 "male"
"1506" 1 31 "male"
"1507" 0 29 "male"
"1508" 0 37 "male"
"1509" 0 26 "male"
"1510" 0 30 "male"
"1511" 0 25 "male"
"1512" 0 32 "male"
"1513" 0 27 "male"
"1514" 1 24 "male"
"1515" 0 31 "male"
"1516" 0 31 "male"
"1517" 0 27 "male"
"1518" 0 24 "male"
"1519" 0 28 "male"
"1520" 0 30 "male"
"1521" 0 19 "male"
"1522" 0 31 "male"
"1523" 0 28 "male"
"1524" 0 28 "male"
"1525" 0 28 "male"
"1526" 0 34 "male"
"1527" 0 29 "male"
"1528" 0 28 "male"
"1529" 1 34 "male"
"1530" 0 24 "male"
"1531" 0 37 "male"
"1532" 0 27 "male"
"1533" 0 25 "male"
"1534" 0 36 "male"
"1535" 0 22 "male"
"1536" 0 23 "male"
"1537" 0 26 "male"
"1538" 0 31 "male"
"1539" 0 22 "male"
"1540" 0 29 "male"
"1541" 0 33 "male"
"1542" 0 26 "male"
"1543" 0 29 "male"
"1544" 0 28 "male"
"1545" 0 29 "male"
"1546" 0 27 "male"
"1547" 0 27 "male"
"1548" 0 24 "male"
"1549" 0 35 "male"
"1550" 0 20 "male"
"1551" 0 20 "male"
"1552" 0 30 "male"
"1553" 0 35 "male"
"1554" 0 29 "male"
"1555" 0 38 "male"
"1556" 0 26 "male"
"1557" 0 28 "male"
"1558" 1 38 "male"
"1559" 1 26 "male"
"1560" 0 20 "male"
"1561" 0 35 "male"
"1562" 0 31 "male"
"1563" 0 30 "male"
"1564" 1 27 "male"
"1565" 0 27 "male"
"1566" 0 29 "male"
"1567" 0 23 "male"
"1568" 0 26 "male"
"1569" 0 30 "male"
"1570" 0 24 "male"
"1571" 0 32 "male"
"1572" 0 23 "male"
"1573" 0 34 "male"
"1574" 1 30 "male"
"1575" 0 37 "male"
"1576" 1 23 "male"
"1577" 0 29 "male"
"1578" 0 29 "male"
"1579" 0 32 "male"
"1580" 0 25 "male"
"1581" 0 28 "male"
"1582" 0 33 "male"
"1583" 1 22 "male"
"1584" 1 27 "male"
"1585" 0 22 "male"
"1586" 0 34 "male"
"1587" 0 26 "male"
"1588" 0 24 "male"
"1589" 0 21 "male"
"1590" 0 23 "male"
"1591" 0 31 "male"
"1592" 0 23 "male"
"1593" 0 19 "male"
"1594" 0 25 "male"
"1595" 0 20 "male"
"1596" 0 25 "male"
"1597" 0 33 "male"
"1598" 0 22 "male"
"1599" 0 28 "male"
"1600" 0 28 "male"
"1601" 1 24 "male"
"1602" 0 37 "male"
"1603" 0 35 "male"
"1604" 0 28 "male"
"1605" 0 34 "male"
"1606" 0 26 "male"
"1607" 0 22 "male"
"1608" 0 37 "male"
"1609" 0 24 "male"
"1610" 0 32 "male"
"1611" 0 31 "male"
"1612" 0 26 "male"
"1613" 0 28 "male"
"1614" 0 29 "male"
"1615" 0 21 "male"
"1616" 0 21 "male"
"1617" 1 21 "male"
"1618" 0 27 "male"
"1619" 0 26 "male"
"1620" 1 27 "male"
"1621" 0 24 "male"
"1622" 0 25 "male"
"1623" 1 29 "male"
"1624" 1 29 "male"
"1625" 0 33 "male"
"1626" 0 23 "male"
"1627" 0 31 "male"
"1628" 0 24 "male"
"1629" 0 41 "male"
"1630" 0 25 "male"
"1631" 0 32 "male"
"1632" 0 34 "male"
"1633" 0 27 "male"
"1634" 0 16 "male"
"1635" 0 22 "male"
"1636" 0 21 "male"
"1637" 0 28 "male"
"1638" 0 28 "male"
"1639" 0 27 "male"
"1640" 0 32 "male"
"1641" 0 31 "male"
"1642" 0 25 "male"
"1643" 1 37 "male"
"1644" 0 22 "male"
"1645" 0 21 "male"
"1646" 0 24 "male"
"1647" 1 37 "male"
"1648" 0 20 "male"
"1649" 0 23 "male"
"1650" 0 29 "male"
"1651" 0 26 "male"
"1652" 0 27 "male"
"1653" 0 27 "male"
"1654" 0 26 "male"
"1655" 0 35 "male"
"1656" 0 21 "male"
"1657" 0 22 "male"
"1658" 0 26 "male"
"1659" 0 24 "male"
"1660" 0 28 "male"
"1661" 0 28 "male"
"1662" 0 27 "male"
"1663" 0 23 "male"
"1664" 0 28 "male"
"1665" 0 31 "male"
"1666" 0 23 "male"
"1667" 1 24 "male"
"1668" 0 28 "male"
"1669" 0 26 "male"
"1670" 0 24 "male"
"1671" 0 41 "male"
"1672" 0 32 "male"
"1673" 0 27 "male"
"1674" 0 36 "male"
"1675" 0 27 "male"
"1676" 0 23 "male"
"1677" 0 25 "male"
"1678" 0 25 "male"
"1679" 0 20 "male"
"1680" 0 34 "male"
"1681" 0 29 "male"
"1682" 1 32 "male"
"1683" 0 30 "male"
"1684" 0 20 "male"
"1685" 0 29 "male"
"1686" 0 24 "male"
"1687" 0 31 "male"
"1688" 0 23 "male"
"1689" 0 26 "male"
"1690" 0 27 "male"
"1691" 0 29 "male"
"1692" 0 28 "male"
"1693" 0 22 "male"
"1694" 0 36 "male"
"1695" 0 29 "male"
"1696" 0 26 "male"
"1697" 0 26 "male"
"1698" 0 24 "male"
"1699" 1 23 "male"
"1700" 0 24 "male"
"1701" 0 24 "male"
"1702" 0 26 "male"
"1703" 0 28 "male"
"1704" 0 24 "male"
"1705" 0 25 "male"
"1706" 0 25 "male"
"1707" 0 27 "male"
"1708" 0 24 "male"
"1709" 0 32 "male"
"1710" 0 30 "male"
"1711" 0 29 "male"
"1712" 0 23 "male"
"1713" 0 33 "male"
"1714" 0 34 "male"
"1715" 1 25 "male"
"1716" 0 32 "male"
"1717" 0 35 "male"
"1718" 0 28 "male"
"1719" 0 26 "male"
"1720" 0 29 "male"
"1721" 0 25 "male"
"1722" 0 27 "male"
"1723" 1 26 "male"
"1724" 0 33 "male"
"1725" 0 20 "male"
"1726" 0 25 "male"
"1727" 0 35 "male"
"1728" 0 24 "male"
"1729" 0 26 "male"
"1730" 0 27 "male"
"1731" 0 25 "male"
"1732" 0 27 "male"
"1733" 0 28 "male"
"1734" 1 23 "male"
"1735" 0 23 "male"
"1736" 0 28 "male"
"1737" 0 27 "male"
"1738" 0 19 "male"
"1739" 1 29 "male"
"1740" 0 34 "male"
"1741" 0 18 "male"
"1742" 0 17 "male"
"1743" 0 25 "male"
"1744" 0 32 "male"
"1745" 0 25 "male"
"1746" 0 27 "male"
"1747" 0 26 "male"
"1748" 1 30 "male"
"1749" 1 28 "male"
"1750" 0 23 "male"
"1751" 0 32 "male"
"1752" 1 31 "male"
"1753" 1 33 "male"
"1754" 0 26 "male"
"1755" 1 25 "male"
"1756" 0 27 "male"
"1757" 0 29 "male"
"1758" 0 25 "male"
"1759" 0 26 "male"
"1760" 0 29 "male"
"1761" 0 22 "male"
"1762" 0 19 "male"
"1763" 0 29 "male"
"1764" 0 25 "male"
"1765" 0 25 "male"
"1766" 0 32 "male"
"1767" 0 24 "male"
"1768" 0 26 "male"
"1769" 0 22 "male"
"1770" 0 22 "male"
"1771" 0 27 "male"
"1772" 0 31 "male"
"1773" 0 30 "male"
"1774" 0 23 "male"
"1775" 0 30 "male"
"1776" 1 37 "male"
"1777" 0 29 "male"
"1778" 0 28 "male"
"1779" 0 27 "male"
"1780" 0 22 "male"
"1781" 0 25 "male"
"1782" 1 32 "male"
"1783" 0 30 "male"
"1784" 0 27 "male"
"1785" 0 37 "male"
"1786" 0 27 "male"
"1787" 1 27 "male"
"1788" 0 24 "male"
"1789" 0 18 "male"
"1790" 1 33 "male"
"1791" 1 32 "male"
"1792" 1 23 "male"
"1793" 0 26 "male"
"1794" 0 27 "male"
"1795" 0 33 "male"
"1796" 0 28 "male"
"1797" 0 31 "male"
"1798" 0 26 "male"
"1799" 0 30 "male"
"1800" 0 24 "male"
"1801" 0 36 "male"
"1802" 1 21 "male"
"1803" 0 31 "male"
"1804" 0 28 "male"
"1805" 1 35 "male"
"1806" 0 23 "male"
"1807" 0 26 "male"
"1808" 0 26 "male"
"1809" 0 32 "male"
"1810" 0 24 "male"
"1811" 0 27 "male"
"1812" 0 23 "male"
"1813" 1 29 "male"
"1814" 0 30 "male"
"1815" 0 26 "male"
"1816" 0 37 "male"
"1817" 0 25 "male"
"1818" 0 24 "male"
"1819" 0 22 "male"
"1820" 0 27 "male"
"1821" 0 22 "male"
"1822" 0 27 "male"
"1823" 0 30 "male"
"1824" 0 34 "male"
"1825" 0 38 "male"
"1826" 0 25 "male"
"1827" 0 16 "male"
"1828" 0 24 "male"
"1829" 0 34 "male"
"1830" 0 23 "male"
"1831" 0 28 "male"
"1832" 0 18 "male"
"1833" 0 21 "male"
"1834" 0 26 "male"
"1835" 0 27 "male"
"1836" 0 20 "male"
"1837" 0 22 "male"
"1838" 0 21 "male"
"1839" 0 26 "male"
"1840" 0 28 "male"
"1841" 0 22 "male"
"1842" 0 26 "male"
"1843" 0 25 "male"
"1844" 0 42 "male"
"1845" 0 23 "male"
"1846" 0 26 "male"
"1847" 0 27 "male"
"1848" 0 28 "male"
"1849" 1 25 "male"
"1850" 0 30 "male"
"1851" 0 29 "male"
"1852" 1 37 "male"
"1853" 0 31 "male"
"1854" 1 36 "male"
"1855" 0 29 "male"
"1856" 0 30 "male"
"1857" 0 30 "male"
"1858" 0 24 "male"
"1859" 0 29 "male"
"1860" 1 31 "male"
"1861" 0 24 "male"
"1862" 0 27 "male"
"1863" 0 26 "male"
"1864" 0 29 "male"
"1865" 0 25 "male"
"1866" 0 22 "male"
"1867" 1 29 "male"
"1868" 1 23 "male"
"1869" 0 24 "male"
"1870" 1 34 "male"
"1871" 0 22 "male"
"1872" 0 31 "male"
"1873" 1 26 "male"
"1874" 0 30 "male"
"1875" 1 21 "male"
"1876" 0 26 "male"
"1877" 0 39 "male"
"1878" 0 23 "male"
"1879" 0 22 "male"
"1880" 0 28 "male"
"1881" 0 31 "male"
"1882" 0 28 "male"
"1883" 0 30 "male"
"1884" 0 21 "male"
"1885" 0 27 "male"
"1886" 0 21 "male"
"1887" 0 34 "male"
"1888" 0 22 "male"
"1889" 0 25 "male"
"1890" 0 30 "male"
"1891" 0 21 "male"
"1892" 1 21 "male"
"1893" 0 26 "male"
"1894" 0 19 "male"
"1895" 0 27 "male"
"1896" 0 29 "male"
"1897" 0 24 "male"
"1898" 0 29 "male"
"1899" 0 28 "male"
"1900" 0 29 "male"
"1901" 0 37 "male"
"1902" 0 21 "male"
"1903" 0 22 "male"
"1904" 0 27 "male"
"1905" 0 19 "male"
"1906" 0 36 "male"
"1907" 0 21 "male"
"1908" 0 28 "male"
"1909" 1 27 "male"
"1910" 1 28 "male"
"1911" 0 28 "male"
"1912" 0 23 "male"
"1913" 0 22 "male"
"1914" 0 24 "male"
"1915" 1 25 "male"
"1916" 0 19 "male"
"1917" 0 28 "male"
"1918" 0 33 "male"
"1919" 1 20 "male"
"1920" 0 24 "male"
"1921" 0 28 "male"
"1922" 0 27 "male"
"1923" 0 18 "male"
"1924" 0 26 "male"
"1925" 0 29 "male"
"1926" 0 25 "male"
"1927" 0 30 "male"
"1928" 0 32 "male"
"1929" 1 23 "male"
"1930" 0 20 "male"
"1931" 0 27 "male"
"1932" 0 29 "male"
"1933" 0 23 "male"
"1934" 0 19 "male"
"1935" 1 30 "male"
"1936" 0 26 "male"
"1937" 1 23 "male"
"1938" 0 22 "male"
"1939" 0 27 "male"
"1940" 0 31 "male"
"1941" 0 24 "male"
"1942" 0 19 "male"
"1943" 0 32 "male"
"1944" 0 29 "male"
"1945" 1 33 "male"
"1946" 0 34 "male"
"1947" 0 30 "male"
"1948" 0 28 "male"
"1949" 0 30 "male"
"1950" 1 25 "male"
"1951" 0 21 "male"
"1952" 1 23 "male"
"1953" 1 25 "male"
"1954" 0 17 "male"
"1955" 1 23 "male"
"1956" 0 23 "male"
"1957" 0 28 "male"
"1958" 0 29 "male"
"1959" 0 27 "male"
"1960" 0 34 "male"
"1961" 0 25 "male"
"1962" 0 31 "male"
"1963" 0 32 "male"
"1964" 0 28 "male"
"1965" 1 24 "male"
"1966" 1 30 "male"
"1967" 0 26 "male"
"1968" 0 27 "male"
"1969" 0 28 "male"
"1970" 0 29 "male"
"1971" 0 27 "male"
"1972" 0 27 "male"
"1973" 0 30 "male"
"1974" 0 20 "male"
"1975" 1 24 "male"
"1976" 1 18 "male"
"1977" 1 27 "male"
"1978" 0 30 "male"
"1979" 0 35 "male"
"1980" 0 23 "male"
"1981" 0 27 "male"
"1982" 0 23 "male"
"1983" 0 23 "male"
"1984" 0 23 "male"
"1985" 0 33 "male"
"1986" 0 29 "male"
"1987" 0 27 "male"
"1988" 0 25 "male"
"1989" 0 30 "male"
"1990" 0 37 "male"
"1991" 0 28 "male"
"1992" 0 20 "male"
"1993" 0 29 "male"
"1994" 0 20 "male"
"1995" 0 26 "male"
"1996" 0 24 "male"
"1997" 1 26 "male"
"1998" 0 24 "male"
"1999" 1 39 "male"
"2000" 0 28 "male"
"2001" 0 31 "male"
"2002" 0 28 "male"
"2003" 0 30 "male"
"2004" 0 35 "male"
"2005" 0 27 "male"
"2006" 0 29 "male"
"2007" 0 34 "male"
"2008" 0 28 "male"
"2009" 0 20 "male"
"2010" 0 24 "male"
"2011" 0 30 "male"
"2012" 0 24 "male"
"2013" 0 21 "male"
"2014" 0 24 "male"
"2015" 0 31 "male"
"2016" 1 38 "male"
"2017" 0 38 "male"
"2018" 0 21 "male"
"2019" 0 25 "male"
"2020" 0 27 "male"
"2021" 0 27 "male"
"2022" 0 32 "male"
"2023" 0 24 "male"
"2024" 0 24 "male"
"2025" 0 27 "male"
"2026" 1 32 "male"
"2027" 0 21 "male"
"2028" 0 36 "male"
"2029" 0 21 "male"
"2030" 0 28 "male"
"2031" 0 34 "male"
"2032" 0 31 "male"
"2033" 0 29 "male"
"2034" 0 23 "male"
"2035" 0 19 "male"
"2036" 0 31 "male"
"2037" 1 24 "male"
"2038" 0 21 "male"
"2039" 0 27 "male"
"2040" 0 34 "male"
"2041" 0 25 "male"
"2042" 1 23 "male"
"2043" 0 35 "male"
"2044" 0 28 "male"
"2045" 0 24 "male"
"2046" 0 28 "male"
"2047" 0 29 "male"
"2048" 0 36 "male"
"2049" 0 20 "male"
"2050" 0 20 "male"
"2051" 0 23 "male"
"2052" 0 25 "male"
"2053" 0 24 "male"
"2054" 1 24 "male"
"2055" 0 27 "male"
"2056" 0 22 "male"
"2057" 0 29 "male"
"2058" 1 30 "male"
"2059" 0 23 "male"
"2060" 0 26 "male"
"2061" 0 29 "male"
"2062" 0 25 "male"
"2063" 0 22 "male"
"2064" 0 30 "male"
"2065" 0 31 "male"
"2066" 1 28 "male"
"2067" 0 31 "male"
"2068" 0 26 "male"
"2069" 0 28 "male"
"2070" 0 26 "male"
"2071" 0 21 "male"
"2072" 0 34 "male"
"2073" 0 33 "male"
"2074" 0 31 "male"
"2075" 1 20 "male"
"2076" 0 28 "male"
"2077" 0 33 "male"
"2078" 0 20 "male"
"2079" 0 36 "male"
"2080" 1 27 "male"
"2081" 1 27 "male"
"2082" 0 24 "male"
"2083" 0 20 "male"
"2084" 0 26 "male"
"2085" 0 33 "male"
"2086" 0 28 "male"
"2087" 0 17 "male"
"2088" 0 28 "male"
"2089" 0 19 "male"
"2090" 0 26 "male"
"2091" 0 23 "male"
"2092" 0 23 "male"
"2093" 0 31 "male"
"2094" 0 25 "male"
"2095" 0 24 "male"
"2096" 0 36 "male"
"2097" 0 27 "male"
"2098" 0 24 "male"
"2099" 0 21 "male"
"2100" 1 29 "male"
"2101" 0 25 "male"
"2102" 0 20 "male"
"2103" 1 37 "male"
"2104" 0 23 "male"
"2105" 0 33 "male"
"2106" 0 31 "male"
"2107" 1 24 "male"
"2108" 0 31 "male"
"2109" 0 22 "male"
"2110" 0 36 "male"
"2111" 0 35 "male"
"2112" 0 25 "male"
"2113" 1 31 "male"
"2114" 0 32 "male"
"2115" 0 29 "male"
"2116" 0 28 "male"
"2117" 0 35 "male"
"2118" 0 33 "male"
"2119" 0 27 "male"
"2120" 0 30 "male"
"2121" 0 23 "male"
"2122" 0 28 "male"
"2123" 0 23 "male"
"2124" 0 25 "male"
"2125" 0 26 "male"
"2126" 0 34 "male"
"2127" 1 30 "male"
"2128" 0 23 "male"
"2129" 0 33 "male"
"2130" 0 30 "male"
"2131" 0 30 "male"
"2132" 0 23 "male"
"2133" 0 30 "male"
"2134" 1 32 "male"
"2135" 1 27 "male"
"2136" 0 30 "male"
"2137" 0 22 "male"
"2138" 0 25 "male"
"2139" 0 27 "male"
"2140" 0 26 "male"
"2141" 0 19 "male"
"2142" 0 29 "male"
"2143" 0 33 "male"
"2144" 0 24 "male"
"2145" 0 32 "male"
"2146" 0 28 "male"
"2147" 0 24 "male"
"2148" 1 23 "male"
"2149" 0 24 "male"
"2150" 0 27 "male"
"2151" 0 24 "male"
"2152" 0 27 "male"
"2153" 1 26 "male"
"2154" 0 22 "male"
"2155" 0 22 "male"
"2156" 1 20 "male"
"2157" 0 26 "male"
"2158" 1 22 "male"
"2159" 0 27 "male"
"2160" 0 31 "male"
"2161" 0 27 "male"
"2162" 0 21 "male"
"2163" 0 25 "male"
"2164" 0 31 "male"
"2165" 0 30 "male"
"2166" 0 23 "male"
"2167" 0 19 "male"
